ƒ,Entrada,Subentrada,Tipo,Acepción,Marcas,Definiciones,Clase gramatical,Primera división,Nodo básico,Nodo LexiMus,Nodo intermedio,Último nodo,,Última referencia atestiguada/Primera referencia lexicográfica académica,
,tropo,tropo,m.,1,,"Texto breve con música que, durante la Edad Media, se añadía al oficio litúrgico y que poco a poco empezó a ser recitado alternativamente por el cantor y el pueblo, y constituyó el origen del drama litúrgico.",Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
,troupe,troupe,f.,1,,"Grupo de artistas, especialmente de teatro, danza, cine o circo que trabajan juntos, desplazándose de un lugar a otro.",Sustantivo,Baile/Danza,Actividad,Participantes,[agentes] y [experimentadores],intérpretes,,,
1492,trova,trova,f.,3,,Composición métrica escrita generalmente para canto.,Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
,trova,trova,f.,4,,Canción amorosa compuesta o cantada por los trovadores.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
,trova,trova,f.,4,,Canción amorosa compuesta o cantada por los trovadores.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
,"trovador, ra","trovador, ra",m. y f.,2,,Poeta de la Edad Media que escribía y trovaba en lengua de oc.,Sustantivo,Música,Actividad,Participantes,[agentes] productores,creadores e intérpretes,,,
,"trovador, ra","trovador, ra",m. y f.,4,,trovero (‖ persona que improvisa o canta trovos).,Sustantivo,Música,Actividad,Participantes,[agentes] productores,creadores e intérpretes,,,
,"trovador, ra","trovador, ra",adj. p. us.,1,,"Que trova. Apl. a pers., u. t. c. s.",Adjetivo/Sustantivo,Música,Modificadores/actividad,Conceptos/participantes,∅/[agentes] no productores,cualidades creadores e intérpretes/creadores e intérpretes,,,
,"trovadoresco, ca","trovadoresco, ca",adj.,1,,Perteneciente o relativo a los trovadores.,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades polivalentes,,,
,"trovero, ra","trovero, ra",m. y f.,2,,"En la Francia medieval, poeta en la lengua de oíl.",Sustantivo,Música,Actividad,Participantes,[agentes] productores,creadores e intérpretes,,,
1493,"trovero, ra","trovero, ra",m. y f.,1,,Persona que improvisa o canta trovos.,Sustantivo,Música,Actividad,Participantes,[agentes] productores,creadores e intérpretes,,,
,trovista,trovista,m. y f.,1,,trovador (‖ poeta de la Edad Media).,Sustantivo,Música,Actividad,Participantes,[agentes] productores,creadores e intérpretes,,,
1494,trutuca,trutuca,f.,1,Chile.,Especie de corneta larga usada por el pueblo mapuche en ocasiones especiales.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,aerófonos,,,
1495,tuba2,tuba2,f.,1,,"Especie de bugle, cuya tesitura corresponde a la del contrabajo.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,aerófonos,,,
,tubista,tubista,m. y f.,1,,Persona que toca la tuba.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,,
1496,tudel,tudel,m.,1,,"Tubo de latón encorvado, fijo en lo alto del bajón u otro instrumento semejante y a cuyo extremo libre se ajusta el estrangul.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,aerófonos,,,
,tumba2,tumba2,f.,3,,"Baile que se danzaba en Andalucía, principalmente en las fiestas de Navidad.",Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades coreografiadas,,,
,tumba3,tumba3,f.,1,"Cuba, Guin. y R. Dom.",Tambor de origen africano hecho originariamente con el tronco de un árbol ahuecado.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,membranófonos,,,
1497,tun,tun,m.,1,Guat. y Hond.,Tambor que usan los indios.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,membranófonos,,,
,tun,tun,m.,2,Guat.,Baile antiguo de los indígenas quichés.,Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades coreografiadas,,,
1498,"tuno2, na","tuno2, na",f.,3,,Grupo de estudiantes que forman un conjunto musical.,Sustantivo,Música,Actividad,Participantes,[agentes] productores,colectivos,,,
1499,"tuno2, na","tuno2, na",m.,2,,Componente de una tuna (‖ grupo musical de estudiantes).,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],participantes marcados funcionalmente,,,
,turdión,turdión,m.,1,,Especie de baile del género de la gallarda.,Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades coreografiadas,,,
1500,turullo,turullo,m.,1,,Cuerno que usan los pastores para llamar y reunir el ganado.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,aerófonos,,,
,turuta,turuta,m.,2,coloq.,Soldado que toca la corneta en una unidad militar.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,,
,turuta,turuta,f.,3,coloq.,corneta (‖ instrumento musical).,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,aerófonos,,"2001, España [Mendoza, Eduardo: La aventura del tocador de señoras]",
,tutú,tutú,m.,1,,"Falda corta de varias capas y mucho vuelo, usada por las bailarinas de danza clásica.",Sustantivo,Baile/Danza,Actividad,Objetos,[instrumentos] y medios materiales,recursos materiales,,,
1501,tuturutú,tuturutú,m.,1,,Sonido de la corneta.,Sustantivo,Música,Producto,Conceptos,Dimensión espaciotemporal,melodías individuadas,,,
,twist,twist,m.,2,,Música del twist.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades banalizadas,,,
,twist,twist,m.,1,,"Baile suelto y muy movido, de moda en los años sesenta del siglo XX.",Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades coreografiadas,,,
1502,ukelele,ukelele,m.,1,,"Instrumento musical de cuerda, popularizado desde el archipiélago estadounidense de Hawái, parecido a la guitarra, pero de menor tamaño.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,cordófonos,,,
1503,unisonancia,unisonancia,f.,1,,Concurrencia de dos o más voces o instrumentos en un mismo tono de música.,Sustantivo,Música,Producto,Sonido,Dimensión espacial,interválica,,,
1504,unisonar,unisonar,intr.,1,,Dicho de varias voces o instrumentos: Sonar al unísono o en el mismo tono.,Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos),,,
1505,"unísono, na","unísono, na",m.,2,Mús.,Trozo de música en que las varias voces o instrumentos suenan en idénticos tonos.,Sustantivo,Música,Producto,Conceptos,Continentes,segmentos/unidades,,,
1506,uñeta,uñeta,f.,3,Bol. y Chile.,Especie de plectro o dedal de carey que usan los tocadores de instrumentos de cuerda.,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,cordófonos,,,
,vacío,vacío,m.,11,,"Movimiento de la danza española, que se hace levantando unpie con violencia y bajándolo después naturalmente.",Sustantivo,Baile/Danza,Actividad,Conceptos,movimientos y posiciones,¿sugerencias de Diana?,,,
,vacío,en vacío,loc. adv.,3,Mús.,Pulsando la cuerda sin pisarla.,Adverbio,Baile/Danza,Modificadores,Conceptos,∅,cualidades verbos de acción musical (específicos),,,
,vallenato,vallenato,m.,2,,Baile que se ejecuta al ritmo del vallenato.,Sustantivo,Baile/Danza,Actividad,Conceptos,movimientos y posiciones,¿sugerencias de Diana?,,,
,vallenato,vallenato,m.,1,,"Música y canto originarios de la región caribeña de Colombia, normalmente con acompañamiento del acordeón.",Sustantivo,Música,Producto,Conceptos,∅,estilos,,,
1507,valor,valor,m.,11,Mús.,"Duración del sonido que corresponde a cada nota, según la figura con que esta se representa.",Sustantivo,Música,Producto,Símbolos,Dimensión temporal,tiempo,,,
1508,vals,vals,m.,2,,Música del vals.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades banalizadas,,,
,vals,vals,m.,1,,"Baile, de origen alemán, que ejecutan las parejas con movimiento giratorio y de traslación. Se acompaña con una música de ritmo ternario, cuyas frases constan generalmente de 16 compases, en aire vivo.",Sustantivo,Música/Baile/Danza,Producto,Conceptos,Continentes,formas/unidades baile y danza,,,
,valsar,valsar,intr.,1,,Bailar el vals.,Verbo,Baile/Danza,Actividad,Conceptos,[evento],¿verbos de baile y danza? (Diana),,,
,valse,valse,m.,1,,"vals. U. m. en Ec., El Salv., Hond., Nic., Par., Perú, R. Dom. y Ven.",Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
1509,variación,variación,f.,3,Mús.,Cada una de las imitaciones melódicas de un mismo tema.,Sustantivo,Música,Producto,Conceptos,Dimensión espaciotemporal,tipos melódicos (derivadas estructurales),,,
1510,"varsoviano, na","varsoviano, na",f.,4,,Música de la varsoviana.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades banalizadas,,,
,"varsoviano, na","varsoviano, na",f.,3,,"Danza polaca, variante de la mazurca.",Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades coreografiadas,,,
,vedete,vedete,f.,1,,Artista principal en un espectáculo de variedades.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],participantes marcados funcionalmente,,,
,velada,velada,f.,4,,"Fiesta musical, literaria o deportiva que se hace por la noche.",Sustantivo,Música,Actividad,Conceptos,[localizaciones],ubicaciones espaciotemporales,,,
,velorio,velorio,m.,2,,"Reunión con bailes, cantos y cuentos que durante la noche se celebra en las casas de los pueblos, por lo común con ocasión de alguna faena doméstica, como hilar, matar el cerdo, etc.",Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
,verbena,verbena,f.,2,,"Fiesta popular con baile que se celebra por la noche, al aire libre y, normalmente, con motivo dealguna festividad",Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
1511,verdial,verdial,m.,2,,"Palo flamenco propio de la provincia de Málaga, en España. U. m. en pl.",Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
1512,"verdiano, na","verdiano, na",adj.,1,,"Perteneciente o relativo a Giuseppe Verdi, músico italiano, o a su obra.",Adjetivo,Música,Modificadores,Conceptos,∅,cualidades polivalentes,,,
1513,"verdiano, na","verdiano, na",adj.,2,,Que tiene rasgos característicos de la obra de Verdi.,Adjetivo,Música,Modificadores,Conceptos,∅,cualidades polivalentes,,,
1514,"verdiano, na","verdiano, na",adj.,3,,"Partidario de la música de Verdi. Apl. a pers., u. t. c. s.",Adjetivo/Sustantivo,Música,Modificadores/actividad,Conceptos/participantes,∅/[agentes] y [experimentadores],cualidades [agentes] y [experimentadores]/[agentes] y [experimentadores],,,
1515,"versiculario, ria","versiculario, ria",m. y f.,1,,Cantor de versículos.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],participantes marcados funcionalmente,,,
,versión,versión,f.,3,,"Cada una de las formas que adopta la relación de un suceso, eltexto de una obra o la interpretación de un tema.",Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
1516,versionar,versionar,tr.,1,,"Hacer una versión nueva de una obra artística, especialmente musical.",Verbo,Música,Actividad,Conceptos,[evento],verbos de acción musical (específicos),,,
,vesperal,vesperal,m.,1,,"Libro de canto llano, que contiene el de vísperas.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,recursos materiales,,,
1517,vibrafonista,vibrafonista,m. y f.,1,,Persona que toca el vibráfono.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,,
1518,vibráfono,vibráfono,m.,1,,"Instrumento musical de percusión, semejante al xilófono, formado por placas metálicas vibrantes, que se hacen sonar golpeándolas con una maza.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,idiófonos,,,
1519,vibrato,vibrato,m.,1,Mús.,Ondulación del sonido producida por una vibración ligera del tono.,Sustantivo,Música,Producto,Técnica y Expresión,Otras dimensiones,timbre,,,
,vicetiple,vicetiple,f.,1,coloq.,"En las zarzuelas, operetas y revistas, cada una de las cantantes que intervienen en los números de conjunto.",Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],participantes marcados funcionalmente (connotaciones diastráticas o diafásicas),,"1997, España [97102002, Programa impreso]",
,vidalita,vidalita,f.,2,,Palo flamenco inspirado en la vidalita americana.,Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
1521,vidalita,vidalita,f.,1,"Arg., Bol. y Ur","Canción popular, por lo general amorosa y de carácter triste, que se acompaña con la guitarra.",Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
1522,videoclip,videoclip,m.,1,,"Cortometraje en que se registra, generalmente con fines promocionales, una única canción o pieza musical.",Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
,videodisco,videodisco,m.,1,,"Disco en el que se registran imágenes y sonidos, que, mediante un rayo láser, pueden ser reproducidos en un televisor.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,dispositivos grabación y reproducción,,,
1523,viento1,viento1,m.,11,Mús.,Conjunto de instrumentos de viento de una orquesta. U. t. en pl. con el mismo significado que en sing.,Sustantivo,Música,Actividad,Participantes,[agentes] productores,colectivos,,,
,vigilia,vigilia,f.,5,,Oficio de difuntos que se reza o canta en la iglesia.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
,vihuela,vihuela,f.,2,Nav.,guitarra (‖ instrumento musical).,Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,cordófonos,,,
1524,vihuela,vihuela,f.,1,,"Instrumento musical de cuerda, pulsado con arco o con plectro.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,cordófonos,,,
1525,vihuelista,vihuelista,m. y f.,1,,Persona que toca la vihuela.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,,
,villancejo,villancejo,m.,1,,villancico.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades (connotaciones diastráticas o diafásicas),,DRAE 1803,
,villancete,villancete,m.,1,,villancico.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades (connotaciones diastráticas o diafásicas),,"c.1407-1463, España [Anónimo: Cancionero de Estúñiga]",
1526,villancico,villancico,m.,1,,"Canción popular, principalmente de asunto religioso, que se canta en Navidad.",Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
1527,villancico,villancico,m.,2,,Canción popular breve que frecuentemente servía de estribillo.,Sustantivo,Música,Producto,Conceptos,Continentes,unidades,,,
1528,"villanciquero, ra","villanciquero, ra",m. y f.,1,,Persona que compone o canta villancicos.,Sustantivo,Música,Actividad,Participantes,[agentes] productores,creadores e intérpretes,,"Como adj.: 1625, España [Castillo Solórzano, Alonso de: Tardes entretenidas en seis novelas]",
1529,"villanesco, ca","villanesco, ca",f.,2,,Canción rústica antigua.,Sustantivo,Música,Producto,Conceptos,Continentes,formas,,,
,"villanesco, ca","villanesco, ca",f.,3,,Danza que se acompañaba con la villanesca.,Sustantivo,Baile/Danza,Producto,Conceptos,Continentes,unidades coreografiadas,,,
1530,"villano, na","villano, na",m.,4,,Tañido y baile españoles comunes en los siglos XVI y XVII.,Sustantivo,Música/Baile/Danza,Producto,Conceptos,Continentes,formas,,,
1532,viola1,viola1,m. y f.,2,,Persona que toca la viola.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,,
,viola1,viola de gamba,f.,1,,"Instrumento musical de cuerda que se coloca entre las piernas, con aberturas acústicas en forma de C yun diapasón provisto de trastes, que se toca con arco y con la palma de la mano hacia arriba.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,cordófonos,,,
1531,viola1,viola1,f.,1,,"Instrumento musical de cuerda tocado con arco, de forma igual a la del violín, pero de tamaño algo mayor y sonido más grave.",Sustantivo,Música,Actividad,Objetos,[instrumentos] y medios materiales,cordófonos,,,
,violagambista,violagambista,m. y f.,1,,Persona que toca la viola de gamba.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,,
,"violero, ra","violero, ra",m. y f.,1,,Constructor de instrumentos de cuerda.,Sustantivo,Música,Actividad,Participantes,[agentes] no productores,constructores,,,
1533,"violero, ra","violero, ra",m.,3,desus.,Persona que toca la viola o vihuela.,Sustantivo,Música,Actividad,Participantes,[agentes] y [experimentadores],instrumentistas,,,
